class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,class_79,class_80,class_81,class_82,class_83,class_84,class_85,class_86,class_87,class_88,class_89,class_90,class_91,class_92,class_93,class_94,class_95,class_96,class_97,class_98,class_99
9.089276,-0.9167234,0.3755073,1.232025,0.08812287,-0.54077953,0.8523225,0.23287112,0.47807667,-1.0534587,-0.39483258,1.6093532,-0.33342257,0.061311483,1.0689378,0.72850984,0.41839492,-0.27793953,-0.05355926,-1.485107,0.63716954,0.052901726,-0.10108928,0.25082478,0.07670344,0.2236765,-0.11458035,-0.4634895,-0.20687081,0.046325617,-0.62729496,0.30579302,-0.6234395,-0.22427936,2.6083834,-0.3652119,0.29860222,-0.3148799,0.46291605,0.33510098,-0.9505701,-0.6028949,-0.41490316,-0.30298913,0.5216681,0.53977275,0.2833024,0.28001606,-0.16494349,0.20623049,-1.1157216,0.053083282,0.34104648,-0.03765312,-1.0419062,-0.7118347,-0.60589075,-0.71618265,0.45152777,-0.058166627,1.2183735,-1.5120198,-0.793663,-0.11583859,-0.3456523,1.3694186,-1.1674323,-0.390037,-0.5680672,-0.15193397,-0.5703435,-0.54001504,-0.28456613,-0.09370596,2.931725,-1.280371,-0.90728146,0.20368868,-0.04399196,-0.9002626,0.2364107,-1.1104908,-0.31128663,-0.094582684,-0.92613506,1.262825,2.153079,-0.16042487,0.081658006,-0.9083884,0.61974275,0.15778783,-0.03416754,-0.41752273,0.017416235,0.26470444,0.8211991,0.22187898,0.030351523,0.5638755
7.770607,-0.9407138,-0.11964456,1.402397,-0.26302853,-0.7702538,1.2972294,0.602345,1.0853915,-1.552644,-0.62190044,1.0279971,0.26551488,-0.2593999,1.1104864,1.845504,0.910412,-0.56790525,0.1047841,-1.1806316,1.14936,0.07098446,-0.57687163,-0.2815124,0.38471684,-0.79356253,-0.03562124,-0.48967543,-0.23160143,-0.35639644,-0.6923755,0.37754232,-0.9287339,-0.14622827,2.5414758,-0.32453555,0.077237636,-0.5685564,0.06366138,0.14361596,-0.9874321,-0.49687406,-0.1636272,-0.28475678,0.14383012,1.4976735,0.44388294,0.18762638,0.14184865,-0.077481784,-0.9035993,-0.07329622,-0.5420829,-0.42371815,-0.35401616,-1.0710274,-0.48457733,-0.1293549,0.7677321,-0.92649335,1.0158485,-2.1005516,-0.92386484,-0.5729526,-0.6929698,0.77754843,-1.7252171,-0.62006545,-0.430038,-0.02052046,-0.33787546,-0.49465472,-0.3270725,0.27207875,2.3203816,-1.3583668,-0.71607774,0.4676654,0.11732991,-0.50244725,0.25156483,-0.84088326,-0.50080216,1.8271291,-0.84659004,2.1008637,3.0755577,0.256216,-0.6281903,-0.50038344,0.75738746,0.56692606,-0.71343666,-0.6765749,-0.49743596,0.17204738,0.4490424,-0.25977552,-0.008785155,0.21698757
8.366501,-0.14086409,0.38478914,1.5631393,0.43554345,-0.53356135,0.7853355,0.58220214,-0.026080197,-1.0551126,0.18856315,2.5364816,-0.025005197,-0.1429764,1.8897521,0.43931112,-0.39202723,-0.29996938,-0.7357427,-1.2651178,0.210283,0.5136819,-0.054359447,0.24664289,0.2097655,-0.33944333,0.008373246,0.16284576,-0.30786604,-0.15602632,-0.37783653,1.0978901,-0.2785084,0.62986916,2.257212,-0.41572142,-0.035841893,-0.21712215,-0.12352567,0.49527735,-1.1846067,-0.33866587,-0.9959088,-0.20354886,0.7821995,0.21885733,1.0229158,-0.089152604,0.075942,0.0472061,-0.7197584,0.38484296,-0.315026,-0.28644747,-0.33869517,-1.2219226,-0.12837872,-0.49900162,0.025478845,-0.41405943,0.80642545,-1.4871455,-0.95832914,-0.07709004,-0.69559574,0.6007052,-0.74338907,-0.07699925,-0.17887467,-0.48574755,-0.33496344,-0.0734481,0.11459421,0.49891502,4.038442,-1.1871893,-0.37541497,-0.21099916,-0.0066957194,-0.55520785,0.5600157,-0.8535017,-0.65676737,0.12418873,-0.93875825,0.6922887,1.6118536,-0.19801,-0.46754625,-0.7827433,0.1403782,0.40703923,-0.31397974,-0.37572914,0.09648681,-0.36081973,0.2661576,0.16024736,0.17855881,-0.08277405
9.243984,-0.553139,0.34996578,1.2945511,0.15357676,-0.7181993,0.97645634,0.21170942,0.4575452,-0.8566375,-0.35696304,2.0093615,-0.01637814,0.23545383,1.5946788,1.2241406,0.06466365,-0.040864013,-0.40161887,-1.1072875,0.792106,0.11090711,-0.34537894,-0.026829038,0.3917027,0.42415953,-0.17075787,-0.0727288,-0.43572277,0.15639614,-0.42856613,0.50303954,-0.06581176,-0.049563795,2.0575454,-0.07095544,-0.13006468,-0.4791655,0.59475225,0.6130956,-0.70756793,-0.5958715,-0.6984277,-0.3543036,0.41964766,0.38264894,0.6735681,0.06731118,0.13757876,-0.05129477,-0.9498728,0.32386604,-0.39135918,-0.14994068,-0.90669227,-1.1040287,-0.39569145,-0.32592145,0.5458079,-0.904233,1.0114602,-1.6059731,-0.8858636,-0.16872261,-0.32844564,0.5073346,-1.0676425,-0.47256243,-0.42632675,-0.5863717,-0.2569318,-0.06395445,-0.14336208,-0.04132294,3.6539166,-1.0968641,-0.7233,0.36943266,0.19179574,-0.6114126,0.23211667,-1.2885963,-0.41940466,0.11358247,-0.78673,1.0286382,1.8353106,-0.059773944,-0.13236336,-0.41737843,0.2917954,0.3786458,0.103295065,-0.8190622,-0.09602177,0.085398614,0.8398575,-0.2635851,-0.18064448,0.24991582
8.852741,-0.6664676,-0.09765075,2.247583,-0.14917196,-0.64484406,0.71243304,0.4508057,0.69705534,-1.2636862,-0.3243917,1.8264295,0.17146981,-0.22532068,1.7002366,1.564954,0.5176662,-0.6365867,-0.22317968,-1.4141911,0.6081562,-0.06300825,-0.47148645,0.03777751,0.5307728,-0.5591499,-0.21186998,-0.0932652,-0.7281524,-0.6581114,-0.52715117,0.78606534,-0.37555045,0.5293222,2.1668336,-0.17784642,0.19976166,-0.5211885,-0.14094472,0.17960046,-0.86457634,-0.27747843,-0.3650432,-0.19345087,0.70237184,0.40770626,0.7719832,0.08611958,0.08539962,-0.10245173,-0.39344108,-0.41207463,-0.6538656,-0.46306574,0.11260938,-1.8545758,-0.31481773,-0.44311327,0.47195944,-0.8859495,0.89470613,-1.8037015,-0.44664204,-0.94059193,-0.6960062,1.0361445,-1.376369,-0.6044518,-0.37411928,-0.08871459,-0.413543,-0.42514884,-0.20006888,0.47872198,3.3415563,-1.2205338,-0.67523736,0.46873468,0.04083696,-0.34651795,0.023797689,-0.8201406,-0.82144463,0.894111,-0.63042015,1.6364244,1.5521183,-0.09175161,-0.15338865,-1.2727402,0.07883349,0.59485745,-0.36503884,-0.6434162,-0.20212635,0.19841738,0.7648705,0.2097747,-0.21471044,0.17162564
0.12552406,8.107712,-0.13305257,0.088107735,0.37554637,-1.335218,-0.048761077,-0.73556656,-0.0020883027,0.11892852,0.75809765,-0.087684885,0.009314908,-0.3099774,-0.40092805,0.34039843,-0.4669078,-0.45352995,0.13116948,-0.21540892,-0.5751035,0.5349532,1.4884726,-0.2803671,0.2965483,-0.29953858,0.78208625,-0.9981932,-1.468777,-1.408498,-0.36213765,0.3464452,0.124362156,0.676628,-0.06974726,-0.035940915,2.2074635,-0.25836903,0.42179158,-0.2002667,-0.19114944,0.022177948,-0.473768,-0.5692943,0.37403664,-0.29680395,-0.24823534,-0.73784083,0.11720364,-0.25140843,1.5617207,-0.2368047,0.86470646,0.6306885,0.24826515,0.010528492,-0.69501007,-0.25182992,-0.43322483,-0.3939307,-0.25390664,-0.23629071,0.044191908,1.1843061,0.64902496,-0.58414626,-0.06404403,-0.72659177,-0.14102295,-0.8137613,-0.66893274,0.24027494,-0.6568327,-0.075255625,-0.5376586,-0.41219178,1.0735115,-0.9039379,-0.5003628,0.025788095,0.47041723,-0.19903035,0.15273613,-0.78855485,-0.7926736,-0.6731044,0.13515176,-0.2048014,0.66571563,-0.8772719,-0.31041968,1.1984262,0.111650184,1.5802355,-0.6789798,-0.5046243,-0.24904665,-0.26755148,-0.8386836,-0.8571494
0.14847372,8.194541,-0.0048354976,0.18936118,1.0452242,-0.7291578,-0.3101553,-0.74512786,-0.23456912,-0.107249305,0.60991,0.1053845,-0.25668746,0.0993547,-0.44638038,-0.44330415,-0.4735943,-0.28322303,-0.17907873,0.24826159,-0.85205585,1.1715741,3.2090542,-0.38384968,0.8420993,-0.3063194,2.0154252,-1.11184,-1.3029106,-1.3136641,-0.46664488,0.7669637,0.03293229,-0.50704944,0.23975526,0.26392728,1.1659442,-0.7189987,-0.09436066,-0.3411827,-0.41364267,0.16934223,-0.8682832,-0.5246115,0.28971592,-0.2969138,0.16721989,-1.0396168,-0.10528357,-0.121291265,0.39163932,0.083823785,0.47731286,0.7329415,0.07622843,0.21316862,-0.59296346,-0.6146174,-0.71946734,-0.27073494,-0.44945636,-0.26927516,-0.28847405,0.17078224,0.7137891,-0.47352654,0.072163284,-0.57694995,-0.022635618,-0.33504957,-0.6506683,0.7548762,-0.6147737,-0.7330169,-0.5056896,0.06898929,0.5784014,-0.7051985,-0.81653696,-0.30716845,0.61995876,-0.52444875,0.11976734,-1.0970974,-1.1865093,-0.7273626,-0.23727739,-0.64095366,0.7167208,-0.73897034,0.25124833,1.3844758,0.08533175,0.77848,-0.50969017,-0.5017564,-0.15780857,0.056656104,-0.88588846,-0.5263278
0.032389894,6.5417705,0.6065245,-0.10374323,1.1027498,-1.947274,0.37188977,-1.315593,-0.35891533,-0.58744526,0.40239257,0.15889464,0.21841787,-0.13684502,-1.1547693,0.077037156,-0.14139034,1.1958066,-0.17099139,-0.5920626,-0.019490074,2.417407,3.1867862,-0.61563706,1.5251815,0.060372356,0.9871956,-1.431203,-1.499907,-1.2803355,-0.44424492,0.29235172,-0.65369767,-0.1412903,1.5347769,-0.016996548,0.84896743,-0.15941156,1.2616613,-0.7060032,-0.17483483,0.27840948,0.47940096,-0.100360796,-0.08247007,-0.3795583,-0.7682121,-1.2529314,-0.17136817,0.0780849,-0.85761267,1.9227233,1.8094431,0.6307866,-0.6262822,0.64489055,-0.95730054,-0.5156261,-1.4317372,-0.892916,-0.526522,0.2702915,-0.5004932,1.6855433,0.57334393,-0.0690969,-0.25631204,-0.7471596,-0.09811279,-0.6355882,-0.60785127,0.7689256,-0.72015643,-0.034116108,-0.9710529,-0.075856715,0.11611235,-0.43808123,-0.79542154,-0.66037476,0.126245,-0.70815086,0.078833275,0.26905727,-0.9879333,-0.4597057,-0.69472146,-0.6627879,0.48585632,-0.206039,1.6427896,0.74316984,-0.24974877,0.33317423,-0.78153276,-0.35484007,-0.3380721,-0.46785003,-0.35886544,0.41132778
0.15996094,8.189849,-0.3639115,0.19042026,0.72836936,-0.48645192,-0.25200465,-0.39260808,-0.09219941,-0.56455594,0.97172666,-0.11464253,-0.18411607,-0.27948928,-0.28545016,-0.11466704,-0.45510495,-0.66870326,0.27465713,0.10570987,-0.2855475,0.3388155,1.3705539,-0.42549774,-0.12405237,-0.38101935,2.7424808,-1.1744429,-1.4967735,-1.491404,-0.3628351,0.97165465,-0.11857674,-0.09099807,-0.5532569,0.57391477,0.9053614,-0.30302876,-0.08097834,-0.115515724,-0.3426135,-0.0010925855,-0.95090824,-0.7039815,-0.2610593,0.123641476,0.02493786,-1.0454731,-0.18179238,-0.22666201,1.299164,-0.052679185,0.20121731,1.7320797,0.3206404,-0.2937232,-0.85295385,-0.33515203,-0.29216927,-0.5924064,-0.61926335,-0.041835237,-0.4912483,0.3293324,0.81850755,-0.21146928,0.08265297,-0.6863561,0.09188805,-0.5836809,-0.5419652,1.1549481,-0.61572504,-0.24657801,-0.5875108,-0.009463085,0.26784992,-0.5006225,-0.62667704,-0.04730043,0.52030164,-0.60734266,-0.13190076,-1.1012348,-1.08628,-0.4933924,0.112962686,-0.22300674,0.6914745,-0.92751354,-0.73620224,1.767788,-0.098867685,1.2325994,-0.73338914,-0.70303845,-0.124029614,0.064738125,-0.87912285,-0.8097219
-0.29235226,7.891294,-0.27477932,-0.03481651,0.56973636,-0.7646026,-0.28943166,-0.22918406,-0.35588157,-0.539636,0.76439077,-0.20876352,-0.073107176,-0.20642744,-0.25154203,-0.4946863,-0.7205245,-0.44137737,0.04922466,-0.6776859,-0.6446831,1.042828,0.73311245,-0.40791398,0.4350199,-0.6623385,2.1875558,-0.9250835,-1.3676382,-1.1284484,-0.11833977,0.8477324,0.055100746,0.15387091,-0.22200166,0.3037933,1.4330349,-0.72120607,0.2121309,-0.3767925,-0.100291185,-0.08383595,-0.77333105,-0.5622519,-0.44336063,-0.10512413,0.21621035,-0.78567356,-0.24670146,-0.2214538,1.3657918,-0.24309392,0.06300679,1.464196,0.054297738,0.060801342,-0.5437073,-0.06592448,-0.27443513,-0.21342851,-0.5109663,-0.4527946,-0.54187053,0.44241488,0.5518716,-0.28558195,0.25533694,-0.64600074,-0.12095062,-0.57136536,-0.88572836,0.8117571,-0.69654757,-0.016330652,-0.2601944,0.13190497,0.7244714,-1.0314234,-0.89754695,-0.04000303,0.48493025,-0.25135818,0.05116766,-1.0132654,-1.046992,-0.8560107,0.34975296,-0.02871027,0.7601687,-0.7806311,-0.89854616,1.3490444,0.12268243,1.2796918,-0.5507982,-0.238202,-0.08527496,-0.11752365,-0.79462117,-0.6896338
