class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18,class_19,class_20,class_21,class_22,class_23,class_24,class_25,class_26,class_27,class_28,class_29,class_30,class_31,class_32,class_33,class_34,class_35,class_36,class_37,class_38,class_39,class_40,class_41,class_42,class_43,class_44,class_45,class_46,class_47,class_48,class_49,class_50,class_51,class_52,class_53,class_54,class_55,class_56,class_57,class_58,class_59,class_60,class_61,class_62,class_63,class_64,class_65,class_66,class_67,class_68,class_69,class_70,class_71,class_72,class_73,class_74,class_75,class_76,class_77,class_78,class_79,class_80,class_81,class_82,class_83,class_84,class_85,class_86,class_87,class_88,class_89,class_90,class_91,class_92,class_93,class_94,class_95,class_96,class_97,class_98,class_99
0.9965999,1.8345103,1.7760844,3.0218024,-0.73714864,1.1234604,2.8451748,1.9574257,-0.12223959,-1.1706415,4.267628,4.3426437,2.0852065,3.0350883,2.2821803,0.46575296,2.4206345,-1.0132587,1.5237664,1.2345914,2.892592,0.3752333,0.44609582,2.1688755,0.03124392,3.943745,2.3462524,2.2834277,1.4805882,1.1551592,1.0048774,2.280208,2.1509678,2.8487844,1.1387312,1.1608217,2.6034946,-0.7782661,1.2001443,0.97758627,1.0996096,1.9203899,0.06572616,3.634478,1.1752295,2.5748878,-0.94193494,-0.53237534,-0.37208748,3.2635481,-1.2321514,1.71576,-0.51561856,1.5447603,2.4480042,2.902968,-0.14131296,2.4982991,1.8940253,2.140138,2.117775,3.2328155,-0.07937884,2.480626,1.6072531,2.1085017,3.3717403,2.6315975,2.8555732,1.9902797,0.4015088,2.1679983,-0.40429866,1.9476798,0.72577953,0.39878392,0.8371908,1.8330046,0.54283094,0.88793826,1.5887594,0.64232516,1.9908146,2.4176064,3.923048,4.1956635,0.38518,1.9946558,2.3175972,2.4607925,0.01617527,0.88863426,4.058262,0.35644865,-1.457932,2.1919272,-0.17474866,-0.31161916,3.3975086,0.8960993
0.99466234,1.8344576,1.7760429,3.0221035,-0.7380657,1.1229495,2.844042,1.9564941,-0.12258458,-1.1713876,4.268343,4.3443,2.0866652,3.0361037,2.2811692,0.46495223,2.4206605,-1.0136131,1.5238426,1.2357929,2.8934312,0.3745277,0.445009,2.1680422,0.031270683,3.9447682,2.3462052,2.283948,1.4787812,1.1552136,1.0037873,2.2811007,2.1513467,2.8502061,1.1398695,1.1603146,2.6024113,-0.779647,1.2014191,0.979211,1.1005822,1.9203688,0.06478238,3.635626,1.1747262,2.5751064,-0.9422604,-0.5322788,-0.37200248,3.2645779,-1.2330691,1.7178632,-0.51578045,1.5446501,2.4481158,2.901733,-0.14240587,2.5005815,1.8931681,2.1392877,2.117812,3.2322333,-0.08044338,2.4815292,1.6069348,2.110306,3.3712668,2.6319757,2.8557558,1.9915109,0.39980435,2.1675503,-0.40431058,1.9462276,0.72416854,0.39877212,0.8383939,1.833598,0.543271,0.8871099,1.5884516,0.64255667,1.9922429,2.418273,3.9245558,4.1969056,0.38384986,1.9961863,2.3164606,2.4607618,0.016608,0.8897641,4.058213,0.35441244,-1.4588208,2.1922362,-0.17695248,-0.31168902,3.398428,0.89585936
0.9930757,1.8339866,1.7759365,3.0220828,-0.73960507,1.1231611,2.8431468,1.955698,-0.12285042,-1.1718553,4.268787,4.3466487,2.0882225,3.0374534,2.2807584,0.46442342,2.420712,-1.0135529,1.5236346,1.2366141,2.8943877,0.3741647,0.44438946,2.1681783,0.030722499,3.9451237,2.3467803,2.284686,1.4775941,1.1546983,1.0024593,2.282021,2.1516657,2.8513749,1.1404955,1.1592414,2.6010208,-0.7812202,1.202066,0.98099685,1.1015792,1.9202104,0.06389272,3.6368742,1.1743652,2.5751858,-0.9425237,-0.5324149,-0.37233412,3.2661428,-1.2336892,1.7191756,-0.51569796,1.544492,2.4483218,2.900466,-0.14328611,2.5023916,1.8926363,2.1387007,2.1187413,3.232553,-0.08097792,2.4825573,1.6068243,2.1119018,3.3713741,2.6324782,2.8563242,1.9926665,0.3984537,2.1676645,-0.40440786,1.9453,0.7229606,0.39941096,0.8392581,1.833808,0.5434574,0.88643134,1.5886519,0.64255404,1.9936086,2.418792,3.9258246,4.1985636,0.38266945,1.9973242,2.3162522,2.4608998,0.01721406,0.8904913,4.0584297,0.3525921,-1.4598475,2.1930797,-0.1790818,-0.31204808,3.399875,0.89573395
0.99640703,1.8349518,1.7763524,3.0219698,-0.7368511,1.1238159,2.8449426,1.9574648,-0.12219095,-1.1705393,4.2674284,4.3429866,2.0853443,3.0350075,2.2820685,0.46591294,2.420432,-1.0136497,1.5240854,1.2349943,2.8927863,0.37519968,0.4460765,2.1682594,0.031396985,3.944036,2.346372,2.2836392,1.480134,1.1555712,1.005038,2.280175,2.151014,2.8494325,1.1394792,1.1608315,2.6032789,-0.77844834,1.2004805,0.9783503,1.1003432,1.9205326,0.06557453,3.6344743,1.1753881,2.5750163,-0.9420434,-0.5323911,-0.37206745,3.2637625,-1.2321817,1.7165676,-0.51586366,1.5447514,2.4481325,2.902793,-0.14103317,2.4985046,1.8934171,2.13995,2.1181157,3.2330475,-0.079319,2.4807215,1.6072477,2.1090188,3.3718402,2.6318831,2.855589,1.9907403,0.40129757,2.1680317,-0.4043243,1.9470953,0.7252884,0.3991487,0.8371217,1.8333746,0.5426194,0.887644,1.5886017,0.6424298,1.991004,2.4176044,3.9234223,4.195886,0.3846053,1.9951146,2.317545,2.4607754,0.016191125,0.88918686,4.0580425,0.35593867,-1.4576039,2.1919434,-0.17501152,-0.3118559,3.3971515,0.89568865
0.99571663,1.8345764,1.776286,3.022177,-0.7374537,1.1238914,2.844554,1.9570763,-0.12226415,-1.1705526,4.267835,4.3439884,2.0860195,3.0355916,2.2818804,0.46547902,2.4204898,-1.013542,1.5239364,1.2351649,2.8930624,0.37505138,0.44577467,2.1683915,0.031192482,3.9441643,2.3467107,2.283756,1.4797106,1.1549971,1.004246,2.2805371,2.1511974,2.8497598,1.139576,1.160409,2.6029468,-0.77909994,1.2006031,0.97895515,1.1005404,1.9202529,0.06530368,3.635036,1.1749759,2.5749946,-0.942122,-0.53248763,-0.3722247,3.264453,-1.2323743,1.7169783,-0.5157652,1.5445997,2.4481342,2.9023325,-0.14174712,2.4991982,1.893364,2.139902,2.1183863,3.2330573,-0.07973075,2.4812589,1.6072603,2.1094358,3.3720212,2.6319287,2.856018,1.9911935,0.40067995,2.1681948,-0.40445137,1.9468602,0.72483826,0.39926815,0.83735096,1.8333838,0.54262364,0.8873598,1.5888166,0.6422355,1.9913366,2.4177673,3.923735,4.1965485,0.38399494,1.9953971,2.317445,2.4610224,0.016288996,0.8894065,4.058092,0.35545397,-1.4579849,2.1924233,-0.1760031,-0.31185138,3.3979015,0.8957528
0.99626803,1.8344228,1.7763321,3.02253,-0.7369844,1.1236928,2.844523,1.9573431,-0.122484446,-1.1700639,4.267766,4.343448,2.0855458,3.0352938,2.2817776,0.46556294,2.4203258,-1.013347,1.5242447,1.2352002,2.8924782,0.37488163,0.44612217,2.1682198,0.031215549,3.9439864,2.346708,2.2832253,1.4802096,1.1549075,1.004142,2.2800105,2.1512928,2.8494444,1.1392119,1.1608925,2.603469,-0.7786609,1.2003236,0.978199,1.1000091,1.9203364,0.065834045,3.634582,1.1745427,2.5747328,-0.9420396,-0.5325599,-0.37169945,3.2640777,-1.2322346,1.7162514,-0.51608586,1.5444176,2.4480653,2.9027953,-0.14195788,2.4985943,1.8935655,2.140059,2.1178932,3.2327013,-0.07992911,2.4806643,1.6074376,2.1088324,3.3719115,2.6319504,2.8563807,1.9912138,0.40095878,2.1685982,-0.40450656,1.9473433,0.72501457,0.39900088,0.8371242,1.8336383,0.54234195,0.8873397,1.5887427,0.6420276,1.9911597,2.417407,3.9234278,4.1960726,0.38407516,1.9953055,2.3173382,2.4612665,0.016090631,0.889204,4.057743,0.35581267,-1.4578173,2.1923046,-0.17544985,-0.3118081,3.3976421,0.895713
0.99524593,1.8343756,1.7763107,3.0225484,-0.7376925,1.1239033,2.843968,1.9569404,-0.12268472,-1.1703779,4.2680473,4.3446975,2.0865297,3.0360322,2.2815063,0.46549344,2.4203196,-1.0134647,1.5242627,1.2359705,2.8931813,0.37469435,0.4456911,2.1680338,0.031215668,3.9444818,2.346833,2.2838836,1.4793861,1.1549983,1.0037817,2.280546,2.151435,2.8504653,1.1399596,1.160285,2.6025262,-0.7794707,1.200914,0.9793768,1.1008518,1.9203687,0.065229416,3.6352243,1.1746731,2.5749717,-0.9422877,-0.53237724,-0.37191713,3.2648551,-1.2326871,1.7173269,-0.5160992,1.5443777,2.4482467,2.9020803,-0.14219224,2.4997518,1.8930328,2.1396005,2.1182432,3.2329178,-0.08004594,2.4811647,1.6073179,2.1100075,3.371784,2.63231,2.8565083,1.9919332,0.40022206,2.168611,-0.4044367,1.9465094,0.724149,0.39934254,0.83770525,1.8339117,0.542601,0.8869227,1.5886242,0.64210653,1.9920444,2.4178047,3.92446,4.196964,0.38327777,1.9960308,2.3171487,2.461297,0.016421914,0.8899733,4.0576653,0.3544501,-1.4583478,2.192619,-0.17657053,-0.31216407,3.3983505,0.8954673
0.99547434,1.8344113,1.7763574,3.0220141,-0.73810756,1.1245741,2.8441916,1.9569906,-0.12245417,-1.1704501,4.267433,4.3452396,2.086534,3.0361032,2.2821062,0.4658655,2.4203074,-1.0134912,1.5240366,1.2357824,2.8934922,0.37504554,0.44599545,2.1685362,0.030834794,3.9440064,2.3472211,2.2843542,1.4795661,1.1550654,1.0039711,2.2806525,2.1512754,2.8504832,1.1399479,1.1597514,2.6020274,-0.7796645,1.2006574,0.97997606,1.101378,1.920418,0.06508696,3.6352315,1.1751156,2.5749137,-0.9422542,-0.5326288,-0.37233293,3.2652879,-1.2324992,1.7172287,-0.5159459,1.5445,2.4484673,2.9018984,-0.14157474,2.49958,1.8929256,2.1396275,2.1193323,3.233882,-0.07946205,2.4814243,1.607375,2.1101804,3.3722806,2.6325788,2.8564703,1.991859,0.40046954,2.1686988,-0.40445316,1.9465735,0.72435045,0.40012276,0.8375729,1.8335942,0.5424361,0.88697237,1.5888464,0.6422155,1.9921316,2.4177804,3.9245055,4.1974435,0.3833648,1.9960722,2.3178585,2.46102,0.016778588,0.88978374,4.057985,0.35433948,-1.4582951,2.192813,-0.17652929,-0.31261373,3.3982716,0.89537144
0.9970037,1.8344617,1.7763807,3.0221853,-0.73687685,1.1242793,2.8450334,1.9576583,-0.12217069,-1.1698016,4.267406,4.3431964,2.085102,3.0350485,2.2825768,0.466066,2.4203475,-1.0132358,1.5241063,1.2347287,2.8924427,0.37548912,0.44666553,2.1687794,0.031214297,3.943425,2.346909,2.2834175,1.4809982,1.1548939,1.0048308,2.2799664,2.151012,2.8490062,1.1388636,1.1606922,2.6035247,-0.77826095,1.1997585,0.9779974,1.1000013,1.9202844,0.06602538,3.6341574,1.1750796,2.5746517,-0.9418261,-0.5325029,-0.37201202,3.2640438,-1.2318515,1.715566,-0.51579285,1.5446539,2.4482667,2.9031386,-0.14116073,2.497802,1.8939171,2.1404417,2.118469,3.2335446,-0.07910967,2.4806309,1.6075772,2.1083064,3.372468,2.6319172,2.8561442,1.9905761,0.40171957,2.168754,-0.40444386,1.9479231,0.7257421,0.39940393,0.8367202,1.8331695,0.54226094,0.8877132,1.5889851,0.6420181,1.9906573,2.417236,3.923077,4.195957,0.38457167,1.9947436,2.318183,2.4610991,0.016219735,0.8887912,4.05796,0.35645866,-1.4574323,2.1922646,-0.17458606,-0.3119836,3.3973238,0.89573455
0.99530566,1.8344904,1.7761483,3.0221624,-0.7377037,1.1232638,2.844229,1.9568441,-0.12252855,-1.1709715,4.2680836,4.34402,2.0863314,3.0358782,2.2814746,0.46531034,2.4205327,-1.0134684,1.5240023,1.235656,2.8931792,0.374676,0.44544208,2.1681397,0.031269908,3.9445012,2.3463655,2.2838235,1.4792905,1.1552663,1.004071,2.2807393,2.1513221,2.8500285,1.1397338,1.1604869,2.602664,-0.77930284,1.2010636,0.9788997,1.1004823,1.9204605,0.06517327,3.635287,1.1748445,2.5750175,-0.94214344,-0.5322912,-0.3718766,3.2644212,-1.2327703,1.7173252,-0.5158415,1.544642,2.4481623,2.9021406,-0.1420778,2.4999342,1.8933213,2.1394956,2.117881,3.2324896,-0.08011484,2.481194,1.6070726,2.1098948,3.3714476,2.6320233,2.8558843,1.9913758,0.4002987,2.1679273,-0.40428913,1.9466041,0.7244903,0.39894783,0.83808255,1.8336253,0.54306215,0.8872786,1.5885258,0.6424525,1.9919908,2.418035,3.9243302,4.1966667,0.38403988,1.995944,2.3168414,2.460894,0.016496658,0.8895812,4.0580587,0.3548218,-1.4584379,2.1922362,-0.176337,-0.3118279,3.3981464,0.89578426
